Lemma,Galtung Criteria,Classes
"['radwan', 'alsaid', 'fled', 'syria', 'family', 'home', 'attacked', 'barrel', 'bomb', 'work', 'turkish', 'bakery', 'provides', 'crucial', 'lifeline', 'still', 'inside', 'syria', 'hassan', 'ghani', 'visited', 'bakery', 'run', 'ihh', 'turkish', 'charity']",5,1
"['unfortunately', 'like', 'war', 'people', 'grow', 'either', 'bored', 'used', 'news', 'death', 'destruction', 'get', 'life', 'might', 'ultimately', 'gentle', 'reminder']",5,1
"['hundred', 'civilian', 'killed', 'suspected', 'usled', 'coalition', 'strike', 'month']",5,1
"['air', 'strike', 'parachute', 'bomb', 'today', 'bombing', 'violent']",5,1
"['u', 'uk', 'france', 'say', 'air', 'force', 'navy', 'conducted', 'strike', 'several', 'site', 'syria', 'firing', '105', 'missile']",5,1
"['group', 'al', 'jazeera', 'journalist', 'disappeared', '10', 'day', 'ago', 'yemen', 'freed', 'kidnapper', 'whose', 'identity', 'remain', 'unclear']",5,1
"['breaking', 'president', 'trump', 'order', 'u', 'force', 'launch', 'precision', 'strike', 'target', 'associated', 'chemical', 'weapon', 'syria']",5,1
"['putin', 'view', 'u', 'strike', 'syria', 'aggression', 'sovereign', 'state', 'violation', 'norm', 'international', 'law', 'madeup', 'pretext', 'dmitry', 'peskov', 'spokesperson', 'russian', 'president', 'vladimir', 'putin']",5,1
"['u', 'uk', 'france', 'bombed', 'multiple', 'government', 'target', 'syria', 'operation', 'targeting', 'alleged', 'chemical', 'weapon', 'site']",5,1
"['response', 'suspected', 'syrian', 'chemical', 'weapon', 'attack']",5,1
"['drone', 'video', 'reveals', 'huge', 'destruction', 'aleppo', 'syria', 'largest', 'city']",5,1
"['jet', 'shot', 'violated', 'turkey', 'airspace', 'close', 'syrian', 'border', 'ignored', 'warning', 'turkish', 'military', 'official', 'told', 'reuters', 'news', 'agency']",5,1
"['covered', 'blood', 'dust', 'another', 'heartbreaking', 'photo', 'emerges', 'aleppo', 'father', 'son', 'buried', 'rubble', 'final', 'posture', 'still', 'place', 'caught', 'crossfire', 'wartorn', 'syria', 'warning', 'graphic', 'content']",5,1
"['turkish', 'troop', 'begun', 'offensive', 'northern', 'syria', 'could', 'bring', 'direct', 'conflict', 'kurdishled', 'force', 'allied', 'united', 'state']",5,1
"['u', 'president', 'donald', 'trump', 'told', 'russia', 'tweet', 'prepare', 'nice', 'new', 'smart', 'missile', 'strike', 'syria']",5,1
"['four', 'american', 'army', 'chief', 'warrant', 'officer', 'navy', 'chief', 'cryptologic', 'technician', 'defense', 'department', 'civilian', 'contractor', 'died', 'suicide', 'bombing', 'syria', 'week']",5,1
"['survivor', 'recall', 'horror', 'largest', 'chemical', 'attack', 'kind', 'syria', 'since', 'april', 'last', 'year']",5,1
"['new', 'aerial', 'footage', 'aleppo', 'reveals', 'extent', 'damage', 'syrian', 'city']",5,1
"['weâ', 'watching', 'briefing', 'pentagon', 'strike', 'syria', 'united', 'state', 'ally']",5,1
"['tonight', 'ordered', 'targeted', 'military', 'strike', 'air', 'field', 'syria', 'chemical', 'attack', 'launched', 'president', 'donald', 'j', 'trump']",5,1
"['plane', 'way', 'latakya', 'syria', 'carrying', '82', 'passenger', 'rt', 'broadcaster', 'reported']",5,1
"['attack', 'act', 'aggression', 'blatantly', 'violated', 'principle', 'international', 'law', '']",5,1
"['turkish', 'force', 'entered', 'kurdishheld', 'area', 'northern', 'syria', 'smoke', 'billow', 'border', 'town', 'ten', 'thousand', 'flee', 'home', 'bbcs', 'middle', 'east', 'correspondent', 'martin', 'patience', 'explains', 'whats', 'going']",5,1
"['leaving', 'u', 'slaughtered', 'said', 'commander', 'kurdishled', 'syrian', 'democratic', 'force', 'senior', 'u', 'diplomat', 'demanding', 'know', 'whether', 'u', 'going', 'anything', 'protect', 'syrian', 'kurd', 'turkey', 'continues', 'military', 'operation', 'targeting', 'america', 'kurdish', 'ally', 'syria']",5,1
"['yesterday', 'morning', 'awoke', 'picture', 'child', 'foaming', 'mouth', 'suffering', 'convulsion', 'carried', 'arm', 'desperate', 'parent', 'u', 'ambassador', 'united', 'nation', 'nikki', 'haley', 'said', 'wake', 'syria', 'chemical', 'attack']",5,1
"['footage', 'show', 'civilian', 'suffering', 'suspected', 'one', 'deadliest', 'chemical', 'attack', 'syria', 'year']",5,1
"['tuesday', 'attack', 'caused', 'many', 'people', 'choke', 'faint', 'foam', 'coming', 'mouth', 'britainbased', 'syrian', 'observatory', 'human', 'right', 'said']",5,1
"['let', 'play', 'word', 'divide', 'terrorist', 'moderate', 'moderate', 'putin', 'said', 'would', 'like', 'understand', 'difference', 'perhaps', 'expert', 'believe', 'moderate', 'bandit', 'behead', 'people', 'moderate', 'number', 'tender', 'way']",5,1
"['sen', 'john', 'mccain', 'rip', 'trump', 'administration', 'handsoff', 'syria', 'policy', 'latest', 'gas', 'attack', 'calling', 'another', 'disgraceful', 'chapter', 'american', 'history']",5,1
"['one', 'month', 'old']",5,1
"['commander', 'kurdishled', 'syrian', 'democratic', 'force', 'told', 'senior', 'u', 'diplomat', 'leaving', 'u', 'slaughtered', 'demanding', 'know', 'whether', 'u', 'going', 'anything', 'protect', 'syrian', 'kurd', 'turkey', 'continues', 'military', 'operation', 'targeting', 'america', 'kurdish', 'ally', 'syria']",5,1
"['breaking', 'president', 'trump', 'announces', 'isi', 'leader', 'abu', 'bakr', 'albaghdadi', 'dead', 'u', 'raid', 'syria']",5,1
"['cold', 'war', 'phrase', 'recall', 'decadesold', 'fear', 'nuclear', 'war', 'mutually', 'assured', 'destruction', 'argue', 'new', 'dangerous', 'cold', 'war', 'begun', 'rising', 'tension', 'u', 'russian', 'government']",5,1
"['turkey', 'stand', 'watch', 'killing', 'civilian', 'syria', 'idlib', 'say', 'erdogan']",5,1
"['first', 'time', 'see', 'assad', 'held', 'accountable', 'said', 'kassem', 'eid', 'survived', '2013', 'chemical', 'gas', 'attack', 'syria', 'expressed', 'gratitude', 'president', 'donald', 'j', 'trump', 'missile', 'strike', 'syrian', 'airbase']",5,1
"['islamic', 'state', 'iraq', 'levant', 'isil', 'beheaded', 'two', 'woman', 'first', 'time', 'eastern', 'syria', 'deir', 'ezzor', 'province', 'ukbased', 'syrian', 'observatory', 'human', 'right', 'said', 'first', 'time', 'beheading', 'woman', 'use', 'sword', 'public', 'taken', 'place', 'syria', 'observatory', 'chief', 'ramus', 'abdel', 'rahman', 'told', 'al', 'jazeere']",5,1
"['two', 'islamic', 'jihad', 'fighter', 'killed', 'israeli', 'air', 'attack', 'damascus', 'israel', 'confirmed', 'raid', 'syrian', 'capital', 'well', 'besieged', 'gaza', 'strip']",5,1
"['dozen', 'jordanian', 'fighter', 'jet', 'bombed', 'islamic', 'state', 'iraq', 'levant', 'isil', 'target', 'military', 'said', 'pledging', 'keep', 'attack', 'armed', 'group', 'defeated']",5,1
"['breaking', 'death', 'toll', 'rise', '58', 'toxic', 'gas', 'attack', 'syrian', 'town', 'khan', 'sheikhoun', 'rebelheld', 'idlib']",5,1
"['air', 'strike', 'actually', 'helping', 'isi', 'propaganda', 'allow', 'tell', 'syrian', 'population', 'especially', 'raqqa', 'trapped', 'city', 'pounded', 'air', 'force', 'many', 'country']",5,1
"['aid', 'convoy', 'bombed', 'sky', 'un', 'suspends', 'syria', 'aid']",5,1
"['inside', 'story', 'image', 'fiveyearold', 'omran', 'daqneesh', 'bloodied', 'covered', 'dust', 'another', 'stark', 'reminder', 'toll', 'war', 'syria', 'latest', 'image', 'achieve', 'beyond', 'shortterm', 'outrage']",5,1
"['armed', 'force', 'announces', 'return', 'security', 'aleppo', 'release', 'terrorism', '']",5,1
"['dozen', 'people', 'killed', 'friday', 'marring', 'supposed', 'festive', 'holiday', 'muslim', 'country', 'worldwide']",5,1
"['life', 'russian', 'bomb', 'via', 'people', 'power']",5,1
"['air', 'strike', 'operation', 'achieve', 'longterm', 'stability', 'local', 'community']",5,1
"['dramatic', 'footage', 'show', 'men', 'woman', 'child', 'scrambling', 'cover', 'missile', 'hit', 'refugee', 'camp']",5,1
"['usled', 'coalition', 'air', 'raid', 'killed', 'least', '35', 'civilian', 'including', 'many', 'woman', 'child', 'eastern', 'syrian', 'town', 'held', 'isil', 'according', 'war', 'monitor']",5,1
"['condemning', 'chemical', 'attack', 'syria', 'isnt', 'stopping', 'syrian', 'killed', 'chemical', 'attack']",5,1
"['day', 'u', 'president', 'trump', 'announced', 'pullback', 'u', 'troop', 'northeast', 'syria', 'turkey', 'launched', 'military', 'offensive', 'area', 'fear', 'operation', 'destabilize', 'region', 'lead', 'resurgence', 'isi', 'week', 'ago', 'cnnâ', 'arwa', 'damon', 'went', 'inside', 'refugee', 'camp', 'displaced', 'territory', 'previously', 'controlled', 'terror', 'group', 'saw', 'firsthand', 'family', 'isi', 'member', 'shunned', 'international', 'community', 'trying', 'bring', 'fundamentalist', 'utopia', 'back', 'life']",5,1
"['france', 'carried', 'first', 'air', 'strike', 'syria', 'islamic', 'state', 'iraq', 'levant', 'isil', 'group']",5,1
"['investigative', 'report', 'say', 'saudi', 'arabia', 'uae', 'supplied', 'weapon', 'armed', 'group', 'syria', 'iraq', 'using', 'different', 'intermediary', 'diplomatic', 'cover']",5,1
"['weâ', 'new', 'york', 'united', 'nation', 'security', 'council', 'holding', 'emergency', 'session', 'response', 'report', 'chemical', 'attack', 'syria']",5,1
"['usbacked', 'assault', 'drive', 'islamic', 'state', 'iraq', 'levant', 'isil', 'syrian', 'capital', 'raqqa', '2017', 'killed', '1600', 'civilian', 'figure', '10', 'time', 'toll', 'coalition', 'acknowledged', 'according', 'new', 'report']",5,1
"['un', 'security', 'council', 'emergency', 'meeting', 'syria', 'u', 'ambassador', 'un', 'samantha', 'power', 'excoriated', 'syria', 'russia', 'iran', 'bloodshed', 'aleppo', 'barrel', 'bomb', 'airstrikes', 'noose', 'said', 'three', 'member', 'state', 'un', 'contributing', 'noose', 'around', 'civilian']",5,1
"['abdelbasset', 'alsarout', 'popular', 'protest', 'singer', 'homs', 'died', 'wound', 'sustained', 'fighting', 'syria', 'northwest']",5,1
"['picture', 'showed', 'smoke', 'rising', 'hilltop', 'tomb', 'mohammed', 'bin', 'ali', 'companion', 'prophet', 'muhammad', 'cousin', 'imam', 'ali']",5,1
"['jouma', 'left', 'completely', 'blind', 'age', 'three', 'air', 'strike', 'hit', 'bus', 'family', 'whilst', 'fleeing', 'home', 'syria', '2018']",5,1
"['least', 'two', 'civilian', 'killed', 'overnight', 'israeli', 'air', 'attack', 'outskirt', 'syria', 'capital', 'damascus']",5,1
"['eurocontrol', 'warns', 'airline', 'exercise', 'caution', 'eastern', 'mediterranean', 'due', 'possible', 'launch', 'air', 'strike', 'syria', 'next', '72', 'hour']",5,1
"['one', 'rocket', 'dropped', 'front', 'main', 'entrance', 'hospital', 'near', 'emergency', 'entrance', 'hospital', 'suffered', 'severe', 'damage']",5,1
"['russian', 'warplane', 'unleashed', 'new', 'wave', 'air', 'strike', 'opponent', 'syrian', 'president', 'bashar', 'alassad', 'amid', 'concern', 'many', 'moscow', 'target', 'civilian']",5,1
"['opinion', 'ive', 'syria', 'bit', 'last', 'four', 'year', 'iraq', 'afghanistan', 'lot', 'last', '25', 'year', 'know', 'many', 'syrian', 'every', 'single', 'one', 'want', 'return', 'syria', 'refugee', 'problem', 'europe', 'making', 'direct', 'result', 'inactivity', 'towards', 'syria', 'hitherto', 'particular', 'u', 'ignoring', 'perceived', 'stated', 'red', 'line', 'use', 'chemical', 'weapon', 'ghouta', 'chemical', 'attack', 'august', '2013', 'killed', '1500', 'people', 'hamish', 'de', 'brettongordon', 'chemical', 'weapon', 'adviser', 'ngo', 'working', 'syria', 'iraq', 'writes', 'al', 'jazeera']",5,1
"['u', 'president', 'donald', 'trump', 'confirmed', 'death', 'isil', 'leader', 'abu', 'bakr', 'albaghdadi', 'military', 'operation', 'syria', 'northwestern', 'idlib', 'province']",5,1
"['u', 'vowed', 'respond', 'alleged', 'chemical', 'attack', 'syria', 'missile', 'strike', '5', 'thing', 'need', 'know']",5,1
"['10', 'year', 'old', 'abdullah', 'omar', 'saw', 'father', 'killed', 'soldier', 'village', 'syria', 'came', 'maram', 'orphanage', 'reyhanli', 'turkey', '6', 'month', 'ago', 'struggling', 'severe', 'behavioural', 'issue', 'mayada', 'abdi', 'director', 'orphanage', 'tell', 'u', 'story', 'follow', 'syria', 'coverage']",5,1
"['french', 'aircraft', 'struck', 'stronghold', 'raqqa']",5,1
"['chaos', 'car', 'bomb', 'killed', 'least', '40', 'people', 'syria']",5,1
"['french', 'aircraft', 'struck', 'stronghold', 'raqqa']",5,1
"['chaos', 'car', 'bomb', 'killed', 'least', '40', 'people', 'syria']",5,1
"['syrian', 'army', 'threatens', 'amputate', 'arm', 'perpetrator', 'accusing', 'israel', 'striking', 'mazzeh', 'military', 'air', 'base']",5,1
"['white', 'house', 'said', 'syrian', 'president', 'bashar', 'alassad', 'may', 'preparing', 'chemical', 'weapon', 'attack', 'would', 'result', 'mass', 'murder', 'civilian']",5,1
"['least', '28', 'civilian', 'among', 'four', 'child', 'killed', 'air', 'raid', 'idlib', 'syria']",5,1
"['dramatic', 'video', 'capture', 'rescue', 'fiveyearold', 'syrian', 'girl', 'trapped', 'rubble', 'house', 'bombed', 'damascus', 'since', 'syrian', 'civil', 'war', '2011', '400000', 'people', 'killed']",5,1
"['russia', 'defence', 'ministry', 'say', 'checking', 'claim', 'isil', 'leader', 'abu', 'bakr', 'albaghdadi', 'killed', 'russian', 'strike', 'may', 'along', 'senior', 'group', 'commander']",5,1
"['get', 'get', 'car', 'watch', 'moment', 'tear', 'gas', 'missile', 'strike', 'bbc', 'film', 'crew', 'turkeysyria', 'border', 'leaving', 'gasping', 'air']",5,1
"['hard', 'stop', 'chlorine', 'gas', 'attack', 'syria']",5,1
"['pflugerville', 'texas', 'worshipper', 'arrived', 'local', 'mosque', 'monday', 'morning', 'find', 'faeces', 'smeared', 'door', 'tornup', 'copy', 'quran', 'doorstep', 'al', 'jazeeras', 'patrick', 'strickland', 'report']",5,1
"['u', 'uk', 'france', 'launch', 'strike', 'syria', 'latest', 'update']",5,1
"['isil', 'capture', 'last', 'government', 'oilfield', 'syria']",5,1
"['breaking', 'hundred', 'people', 'killed', 'worst', 'violence', 'syria', 'since', 'last', 'year', 'aleppo', 'battle', 'detail', 'soon']",5,1
"['people', 'dont', 'realise', 'air', 'strike', 'chemical', 'one', 'theyre', 'hit', 'reality', 'start', 'seeing', 'symptom', 'mouth', 'foaming', 'fainting']",5,1
"['wish', 'hadnt', 'happened', 'happened', 'hope', 'something', 'like', 'doesnt', 'happen', 'president', 'recep', 'tayyip', 'erdogan']",5,1
"['extreme', 'winter', 'weather', 'wrecked', 'syrian', 'refugee', 'camp', 'lebanon', 'syria', 'destroying', 'tent', 'exposing', 'hundred', 'people', 'extreme', 'weather', 'condition', 'âž', 'watch', 'video', '145', 'min', 'â', '']",5,1
"['new', 'massacre', 'happened', 'morning', 'russian', 'warplane', 'bombed', 'marjeh', 'neighbourhood', 'killing', '14', 'people', 'family', 'woman', 'child']",5,1
"['un', 'investigator', 'documented', 'least', '33', 'alleged', 'chemicalweapons', 'attack', 'syria', 'since', '2011']",5,1
"['syria', 'civil', 'war', 'flooding', 'lebanon', 'cannabis']",5,1
"['syrian', 'president', 'bashar', 'alassad', 'slammed', 'turkish', 'counterpart', 'recep', 'tayyip', 'erdogan', 'thief', 'attacking', 'country', 'reiterated', 'pledge', 'retake', 'area', 'lost', 'government', 'civil', 'war', 'state', 'medium', 'reported']",5,1
"['video', 'appears', 'show', 'syrian', 'rebel', 'beheading', 'captured', 'palestinian', 'boy', 'say', 'progovernment', 'fighter']",5,1
"['breaking', 'several', 'key', 'leader', 'isil', 'including', 'finance', 'minister', 'killed', 'u', 'raid', 'defence', 'secretary', 'ash', 'carter', 'say', '']",5,1
"['learned', 'pentagon', 'briefing', 'u', 'airstrikes', 'syria', 'â', '105', 'missile', 'launched', 'â', 'strike', 'double', 'size', 'last', 'one', 'april', '2017', 'three', 'target', 'related', 'chemical', 'weapon', 'successfully', 'hit', 'â', 'known', 'civilian', 'casualty', 'live', 'update']",5,1
"['rebel', 'attacked', 'burnt', 'several', 'bus', 'sent', 'evacuate', 'shia', 'village', 'syria']",5,1
"['saudi', 'arabia', 'demand', 'russia', 'end', 'military', 'operation', 'target', 'syria', 'speaking', 'united', 'nation', 'new', 'york', 'wednesday', 'saudi', 'diplomat', 'abdallah', 'almouallimi', 'said', 'isil', 'group', 'present', 'area', 'attacked', 'russian', 'jet']",5,1
"['turkey', 'launched', 'air', 'strike', 'islamic', 'state', 'iraq', 'levant', 'isil', 'position', 'syria', 'following', 'suicide', 'bomb', 'attack', 'suspected', 'isil', 'affiliate', 'suruc']",5,1
"['explosion', 'targeted', 'bus', 'carrying', 'evacuee', 'besieged', 'town']",5,1
"['biggest', 'weapon', 'assad', 'us', 'barrel', 'bomb', 'surface', 'surface', 'missile', 'since', 'russian', 'got', 'involved', 'theyve', 'using', 'much', 'powerful', 'weapon']",5,1
"['movement', 'outside', 'right', 'one', 'left', 'yet', 'didnt', 'sleep', 'last', 'night', 'zouhir', 'al', 'shimale', 'journalist', 'east', 'aleppo']",5,1
"['tragedy', 'outrage', 'deliberate', 'war', 'crime']",5,1
"['syria', 'ambassador', 'un', 'bashar', 'al', 'jaafari', 'laugh', 'asked', 'hospital', 'bombing', 'aleppo', 'al', 'jazeeras', 'james', 'bay']",5,1
"['russian', 'helicopter', 'searching', 'pilot', 'warplane', 'shot', 'turkey', 'syria']",5,1
"['developing', 'turkish', 'army', 'hit', 'isil', 'syria', 'shooting']",5,1
"['breaking', 'total', '397', 'mp', 'voted', 'favour', 'air', 'strike', 'syria', 'isil', '223', 'voted']",5,1
"['assad', 'terrible', 'president', 'donald', 'j', 'trump', 'comment', 'chemical', 'attack', 'syria', 'something', 'happen']",5,1
"['â', 'œhelp', 'usâ', 'begs', 'doctor', 'hospital', 'thatâ', 'bombed', 'multiple', 'time', 'â', 'œweâ', 'human', 'beingsâ', 'idlib', 'last', 'rebel', 'stronghold', 'syria', 'hospital', 'market', 'school', 'systematically', 'targeted', 'cnnâ', 'arwa', 'damon', 'take', 'u', 'inside', 'besieged', 'city', 'meet', 'child', 'mother', 'farmer', 'others', 'struggling', 'stay', 'alive']",5,1
"['syria', 'sense', 'country', 'dead', 'mark', '4th', 'anniversary', 'middle', 'east', 'bloody', 'conflict', 'generation', 'time', 'foster', 'new', 'approach', 'future']",5,1
"['strike', 'latest', 'series', 'israeli', 'attack', 'syria']",5,1
"['turkish', 'military', 'say', 'three', 'soldier', 'killed', '10', 'wounded', 'syria', 'air', 'strike', 'allegedly', 'launched', 'syrian', 'government', 'force']",5,1
"['dramatic', 'video', 'capture', 'rescue', '5yearold', 'girl', 'trapped', 'rubble', 'house', 'bombed', 'syria']",5,1
"['whether', 'syria', 'afghanistan', 'yemen', 'civilian', 'always', 'first', 'casualty', 'war', 'government', 'become', 'skilled', 'shifting', 'blame', 'responsibility', 'hold', 'state', 'accountable', 'killing', 'noncombatant', 'try', 'avoid', 'blame', 'responsibility', 'death']",5,1
"['donald', 'trump', 'called', 'syrian', 'president', 'animal', 'condemned', 'ally', 'suspected', 'chemical', 'attack', 'tweet', 'said', 'big', 'price', 'pay']",5,1
"['majority', 'killed', 'civilian']",5,1
"['470', 'people', 'including', '150', 'child', 'killed', 'syria', 'eastern', 'ghouta', 'since', 'sunday']",5,1
"['turkish', 'force', 'destroyed', 'kurdish', 'rebel', 'target', 'syria', 'ypg', 'fighter', 'opened', 'fire', 'turkeybacked', 'rebel']",5,1
"['need', 'russian', 'bomber', 'stop', 'killing', 'child', 'dont', 'want', 'leave']",5,1
"['counted', '33', 'body', 'wife', 'escaped', 'west', 'town', 'shot', 'killed', 'motherinlaw', 'front', 'u', 'uncle', 'ran', 'pick', 'road', 'shot', 'killed', 'told', 'al', 'jazeera', 'sobbed', 'phone', 'barely', 'catching', 'breath', 'activist', 'tell', 'al', 'jazeera', 'happened', 'syria', 'kobane', '']",5,1
"['million', 'child', 'syria', 'come', 'attack', 'daily', 'basis']",5,1
"['picture', 'israel', 'syria', 'lebanon', 'jordan', 'cyprus', 'struck', 'unexpected', 'sandstorm', 'storm', 'reported', 'killed', 'least', '12', 'people', 'across', 'region', 'meteorological', 'department', 'beirut', 'rafik', 'hariri', 'international', 'airport', 'described', 'unprecedented', 'lebanon', 'modern', 'history']",5,1
"['surprise', 'visit', 'come', 'regional', 'tension', 'intensify', 'syria', 'ally', 'iran', 'vowing', 'response', 'soleimanis', 'killing']",5,1
"['sean', 'spicer', 'said', 'suspected', 'gas', 'attack', 'syria', 'killed', 'dozen', 'including', 'child', 'consequence', 'barack', 'obama', 'administration', 'weakness', 'irresolution']",5,1
"['iran', 'confirmed', 'general', 'elite', 'revolutionary', 'guard', 'died', 'israeli', 'strike', 'syria', 'also', 'killed', 'six', 'member', 'lebanese', 'group', 'hezbollah']",5,1
"['outrage', 'attack', 'enormous']",5,1
"['breaking', 'isil', 'claim', 'attack', 'syrian', 'town', 'near', 'turkey', 'killed', 'least', '50', 'death', 'toll', 'feared', 'rise']",5,1
"['moscow', 'insists', 'bringing', 'humanitarian', 'aid', 'stricken', 'nation', 'u', 'attacking', 'isil', 'syria', 'worried', 'russia', 'preparing', 'assist', 'militarily', 'strike', 'rebel', 'group', 'help', 'prop', 'longtime', 'ally', 'assad']",5,1
"['afraid', 'going', 'school', 'many', 'school', 'around', 'u', 'bombed', 'student', 'killed', 'class', 'nour', 'ninth', 'grade', 'student', 'rebelheld', 'part', 'syria', 'aleppo', 'say']",5,1
"['least', '146', 'civilian', 'killed', 'massacre', 'activist', 'describe', 'one', 'worst', 'taken', 'place', 'syria']",5,1
"['least', '52', 'civilian', 'killed', 'usled', 'air', 'strike', 'targeting', 'islamic', 'state', 'iraq', 'levant', 'isil', 'position', 'village', 'northern', 'syria', 'syrian', 'observatory', 'human', 'right', 'said', 'according', 'observatory', 'air', 'campaign', 'killed', '2000', 'people', 'total', 'including', 'least', '1922', 'isil', 'fighter']",5,1
"['child', 'god', 'ever', 'suffer', 'horror', 'president', 'donald', 'j', 'trump', 'said', 'chemical', 'attack']",5,1
"['albaghdadi', 'killed', 'running', 'tunnel', 'u', 'operation', 'northwest', 'syria']",5,1
"['soldier', 'killed', 'several', 'injured', 'quneitra', 'province', 'israeli', 'air', 'attack', 'say', 'syrian', 'state', 'medium']",5,1
"['vladimir', 'putin', 'apologises', 'turkish', 'troop', 'supporting', 'syrian', 'rebel', 'accidentally', 'killed']",5,1
"['president', 'donald', 'trump', 'say', 'leader', 'abu', 'bakr', 'albaghdadi', 'killed', 'u', 'special', 'force', 'syria', 'idlib', 'province']",5,1
"['turkish', 'jet', 'bombed', 'sdf', 'military', 'position', 'village', 'tal', 'abyad', 'ra', 'alain', 'qamishli', 'issa']",5,1
"['syrian', 'girl', 'took', 'doll', 'hid', 'inside', 'box', 'told', 'doll', 'youre', 'going', 'suffocate', 'maybe', 'least', 'might', 'safe', 'bombing', 'cnns', 'arwa', 'damon', 'say', 'here', 'look', 'inside', 'refugee', 'camp', 'northern', 'syria', 'hour', 'coordinated', 'usled', 'airstrike', 'hit', 'area']",5,1
"['syrian', 'child', 'explain', 'war', 'fifth', 'anniversary', 'war', 'breaking', 'syria', 'child', 'tell', 'u', 'nightmare', 'loved', 'one', 'killed']",5,1
"['syria', 'government', 'called', 'allegation', 'chemical', 'attack', 'fabrication', 'despite', 'graphic', 'image']",5,1
"['least', '44', 'people', 'including', 'six', 'child', 'killed', '24', 'hour', 'due', 'russian', 'syrian', 'air', 'strike', 'across', 'country', 'syrian', 'network', 'human', 'right', 'snhr', 'reported', 'saturday']",5,1
"['three', 'progovernment', 'fighter', 'killed', 'least', 'two', 'wounded', 'quneitra', 'province', 'syria', 'golan', 'height', 'israeli', 'attack', 'attack']",5,1
"['isil', 'released', 'video', 'purportedly', 'showing', 'killing', 'japanese', 'hostage', 'kenji', 'goto', 'monitoring', 'service', 'said', 'video', 'released', 'online', 'armed', 'group', 'show', 'journalist', 'abducted', 'reporting', 'syria', 'civil', 'war', 'last', 'year', 'beheaded', 'knife', 'blackclad', 'masked', 'fighter', 'japanese', 'government', 'said', 'trying', 'authenticate', 'video']",5,1
"['â', 'œto', 'say', 'â', 'oh', 'killed', 'leavingâ', 'theyâ', 'killed', 'thereâ', 'say', 'sen', 'rand', 'paul', 'met', 'president', 'trump', 'syria', 'attack', 'killed', '4', 'american']",5,1
"['turkish', 'defence', 'ministry', 'said', '49', 'terrorist', 'killed', 'military', 'operation', 'reference', 'syrian', 'kurdish', 'fighter']",5,1
"['u', 'uk', 'france', 'launched', 'missile', 'strike', 'syrian', 'government', 'facility', 'retaliation', 'suspected', 'chemical', 'weapon', 'attack', 'town', 'douma', 'last', 'saturday']",5,1
"['four', 'turkish', 'soldier', 'killed', 'shelling', 'syrian', 'government', 'force', 'northwest', 'syria', 'idlib', 'region', 'according', 'turkey', 'defence', 'ministry']",5,1
"['syria', 'un', 'envoy', 'call', 'truce', 'around', 'aleppo', '33', 'people', 'killed', 'saturday', 'brother', 'omran', 'daqneesh', 'pictured', 'viral', 'video', 'among', 'dead']",5,1
"['dr', 'hasan', 'alaraj', 'last', 'cardiologist', 'hama', 'province', 'worked', 'hospital', 'built', 'side', 'mountain', 'killed', 'april', 'ambulance', 'riding', 'hit', 'air', 'strike']",5,1
"['least', '34', 'civilian', 'including', 'nine', 'child', 'killed', 'russian', 'air', 'raid', 'euphrates', 'river', 'ferry', 'near', 'syria', 'deir', 'az', 'zor', 'city', 'according', 'monitoring', 'group']",5,1
"['opinion', 'parisattacks', 'surely', 'boost', 'erdogans', 'case', 'european', 'leader', 'unity', 'terrorism', 'whether', 'turkey', 'president', 'summon', 'skill', 'rally', 'world', 'leader', 'meaningful', 'commitment', 'bolster', 'country', 'reputation', 'process', 'another', 'matter', 'david', 'lepeska', 'freelance', 'journalist', 'based', 'istanbul', 'writes', 'al', 'jazeera']",5,1
"['nearly', '300', 'civilian', 'killed', 'attack', 'northwest', 'syria', '93', 'percent', 'caused', 'syrian', 'russian', 'force', 'un', 'say']",5,1
"['men', 'watch', 'bomb', 'aleppo', 'watch']",5,1
"['happening', 'aleppo', 'attack']",5,1
"['air', 'raid', 'syrian', 'government', 'ally', 'country', 'last', 'rebelheld', 'enclave', 'killed', '100', 'civilian', 'past', '10', 'day', 'according', 'united', 'nation', 'said', 'threemonth', 'campaign', 'displaced', '400000', 'people']",5,1
"['russian', 'president', 'putin', 'iranian', 'president', 'rouhani', 'warned', 'would', 'consequence', 'attack', 'syria']",5,1
"['assad', 'told', 'u', 'must', 'kill', 'people', 'making', 'demonstration', 'protester', 'shouting', 'freedom', 'freedom', 'said', 'must', 'kill', 'people', 'want']",5,1
"['killed', 'u', 'operation']",5,1
"['attack', 'israel', 'near', 'damascus', 'homs', 'killed', 'nine', 'progovernment', 'fighter', 'six', 'civilian', 'monitor', 'say']",5,1
"['eighteen', 'un', 'lorry', 'containing', 'wheat', 'winter', 'clothes', 'medical', 'supply', 'destroyed', 'warplane', 'near', 'aleppo']",5,1
"['syrian', 'conflict', 'enters', 'seventh', 'year', '465000', 'people', 'killed', 'fighting']",5,1
"['breaking', 'turkish', 'shelling', 'air', 'strike', 'killed', 'least', '20', 'civilian', 'syria', 'fifth', 'day', 'incursion', 'isil', 'kurdish', 'force', 'monitor', 'said']",5,1
"['civilian', 'area', 'place', 'go', 'hide', 'u', 'bombardment', 'village']",5,1
"['islamic', 'state', 'iraq', 'levant', 'isil', 'group', 'released', 'video', 'showing', '25', 'syrian', 'government', 'soldier', 'killed', 'teenager', 'ancient', 'amphitheatre', 'city', 'palmyra']",5,1
